일자,기업명,분야,투자금,단계,투자사
2019-11-30,에스알바이오텍,화장품 신소재 개발,비공개,,"비투링크, 비보존"
2019-12-02,루북,호텔 연회장 예약 플랫폼,비공개,프리시리즈A,"TBT, 프라이머"
2019-12-02,엠블랩스,베트남 기반 모빌리티 서비스,56억원,시리즈A,"SV인베스트먼트, 센트랄, 심원"
2019-12-03,스파크플러스,공유오피스,300억원,시리즈B,"아주호텔앤리조트, 코람코자산운용, 스틱벤처스, 인터베스트, 아주IB투자, 우신벤처투자"
2019-12-04,세컨신드롬,공유창고,비공개,시리즈A,"카카오벤처스, SBI인베스트먼트"
2019-12-04,세컨신드롬,도심형 공유창고,100억원,시리즈A,"SBI인베스트먼트, 카카오벤처스"
2019-12-05,딥엑스,AI 반도체,46억원,시리즈A,"신한캐피탈, 동문파트너즈, 캡스톤파트너스, 마그나인베스트먼트, 엘앤에스벤처캐피탈, 신한은행, 패스파인더에이치"
2019-12-06,무브,모빌리티 플랫폼,비공개,시드,내비온파트너스
2019-12-06,메디픽셀,AI기반 헬스케어 솔루션,10억원,시리즈A,쿼드자산운용
2019-12-06,다비오,AI 기반 지도 데이터 개발,30억원,,"HB인베스트먼트, 더시드인베스트먼트, 신한캐피탈, 씨에이치앤파트너스, 미래에셋캐피탈"
2019-12-08,젠서,블록체인 기반 사물인터넷 플랫폼,비공개,,LT캐피탈
2019-12-09,스트리미,블록체인 가상자산 금융 인프라 개발,80억원,시리즈A,"유경PSG자산운용, 스트롱벤처스"
2019-12-09,레이틀리코리아,입점형 쇼핑몰 통합 관리 솔루션,44억원,시리즈A,"롯데액셀러레이터, 열림파트너스, 신한캐피탈, 아이디벤처스, 슈피겐코리아, KB국민카드-와디즈"
2019-12-10,클라썸,수업 소통 플랫폼,11억원,,"빅베이슨캐피탈, 스마일게이트인베스트먼트"
2019-12-11,라이클,뷰티,비공개,,바이어스도르프
2019-12-12,아이브이웍스,소재 부품,80억원,시리즈B,"삼성벤처투자, KB인베스트먼트, KDB산업은행, 디티앤인베스트먼트, 제이앤제이인베스트"
2019-12-13,더맘마,식자재 유통 플랫폼,비공개,,푸드엔
2019-12-13,에어스메디컬,의료 인공지능,비공개,시리즈A,스프링캠프
2019-12-16,머니브레인,인공지능,20억원,,IDG 캐피탈코리아파트너스
2019-12-16,스낵24,사무실 간식 서비스,35억원,시리즈A,"나우아이비캐피탈, 스트롱벤처스 등"
2019-12-17,쿼타랩,SaaS 기반 증권 관리 플랫폼,10억원,시드,"패스트인베스트먼트, 매쉬업엔젤스, 본엔젤스, AF인베스트먼트, 전문 엔젤투자자"
2019-12-17,수파자,에듀테크,20억원,시리즈A,"KTB네트워크, 더웰스인베스트먼트"
2019-12-17,더브이씨,스타트업 투자 데이터베이스 플랫폼,비공개,,블루포인트파트너스
2019-12-18,해피업,콘텐츠,비공개,,라이언포지
2019-12-19,블루스페이스,자율주행,40억원,시드,카카오벤처스
2019-12-19,셀러노트,물류 통관 중개 플랫폼,비공개,시드,매쉬업엔젤스
2019-12-19,데이터씨,B2B 바이오 유통 플랫폼,비공개,시드,윤민창의투자재단
2019-12-20,로드윈휴먼,물류,비공개,시리즈A,위드윈인베스트먼트
2019-12-20,발란,럭셔리 이커머스 플랫폼,100억원,시리즈A,"메가인베스트먼트, SBI인베스트먼트, 위벤처스, 큐캐피탈파트너스, 코오롱인베스트먼트"
2019-12-20,글루업,브랜드 빌더,30억원,시리즈A,"UTC인베스트먼트, IBK 금융그룹"
2019-12-20,크리에이트립,여행,30억원,,"알토스벤처스, 베이스인베스트먼트"
2019-12-23,네이앤컴퍼니,대중교통 리워드 앱,2억5000만원,시드,"더인벤션랩, 킹고스프링, 한국산업기술대학교기술지주회사"
2019-12-23,스트라드비젼,자율주행 객체인식,316억원,시리즈B,"포스코기술투자, IDG캐피탈, IBK기업은행, 라이트하우스컴바인인베스트먼트, LSS프라이빗에쿼티, 미래에셋벤처투자, 네오플럭스, 타임폴리오자산운용"
2019-12-23,두손컴퍼니,이커머스 풀필먼트,40억원,,"대성창업투자, 신한대체투자운용, 비하이인베스트먼트"
2019-12-23,빌드블록,미국 부동산 투자 플랫폼,12억원,,"퓨처플레이, 두나무파트너스"
2019-12-23,유니드캐릭터,콘텐츠,7억원,,신용보증기금
2019-12-23,빈센,소형선박 개발,비공개,,인포뱅크
2019-12-24,타임트리,캘린더 공유 서비스,216억원,시리즈D,"스톤브릿지벤처스, 로그인베스트먼트, DS자산운용, 스퀘어벤처스, 카카오벤처스"
2019-12-24,마이쿤,개인 오디오 방송 플랫폼,450억원,,"KB인베스트먼트, IMM인베스트먼트, 네이버, SBI인베스트먼트, 캡스톤파트너스, 굿워터캐피털, 알토스벤처스"
2019-12-26,프딩,촬영 중개 플랫폼,비공개,시드,제주창조경제혁신센터
2019-12-26,어플라이,농업 시설 모니터링,비공개,시드,제주창조경제혁신센터
2019-12-26,마린이노베이션,해조류 활용 대체재 개발,비공개,시드,제주창조경제혁신센터
2019-12-26,플래너리,워킹우먼 멤버십 서비스,20억원,프리시리즈A,"유티씨인베스트먼트, 이지스자산운용, 옐로우독, 패스트파이브"
2019-12-26,하우투비즈랩,모바일 세무 회계,3억5000만원,시드,"신한퓨처스펀드, 서울산업진흥원"
2019-12-27,세이브앤코,섹슈얼웰니스,비공개,시드,데브시스터즈벤처스
2019-12-30,오더스팟,가상 웨이터 서비스,비공개,시드,더벤처스
2019-12-30,벨루가 브루어리,B2B 종합 주류 유통 플랫폼,비공개,,카카오벤처스
2019-12-30,비캔버스,협업툴,12억원,,"ES인베스터, KB증권, 어센도벤처스, 실리콘밸리 엔젤투자자"
2019-12-31,노벨티노빌리티,바이오,100억원,시리즈A,"쿼드자산운용과 메디톡스벤처투자, 네오플럭스, JX파트너스, BSK인베스트먼트, 킹고파트너스, 위드윈인베스트먼트, 얼머스인베스트먼트, 피앤아이인베스트먼트, 아이진"
2020-01-02,액션파워,AI음성인식,비공개,,하나벤처스
2020-01-02,페이플,핀테크,비공개,,"스트롱벤처스, 프라이머"
2020-01-02,틴고랜드,키덜트 쇼핑 앱,비공개,,블루포인트파트너스
2020-01-02,투어라이브,여행,비공개,,"프라이머사제파트너스, 마이리얼트립"
2020-01-02,한국시니어연구소,실버케어,4억원,시드,"스프링캠프, 본엔젤스"
2020-01-02,체인로지스,물류,10억원,프리시리즈A,"슈미트, 베이스인베스트먼트"
2020-01-03,퍼스트캔버스,이커머스,40억원,시리즈A,"유안타인베스트먼트, 씨스퀘어자산운용"
2020-01-03,스토익엔터테인먼트,콘텐츠,비공개,시드,"모노리스, 코사인개인투자조합"
2020-01-03,비주얼,주얼리 테크,43억원,시리즈A,"IMM인베스트먼트, 에프앤에프, 화이인베스트먼트-아이디벤처스, 국내 대기업"
2020-01-06,리얼셀러,중고거래,비공개,시드,메이키스트엑스
2020-01-06,알바체크,단기근로자 업무관리,비공개,,"에이벤처스, 미라클랩"
2020-01-07,오토텔릭바이오,바이오,65억원,시리즈A,
2020-01-07,뮬라웨어,패션,120억원,,"LB인베스트먼트, SBI인베스트먼트, 스틱벤처스, 한국투자증권, 프라핏인베스트먼트"
2020-01-07,엔픽셀,게임,300억원,시리즈A,"알토스벤처스, 새한창업투자"
2020-01-08,디홀릭커머스,일본 온라인 패션 커머스,160억원,시리즈A,위벤처스
2020-01-08,비바웨이브,뷰티,50억원,시리즈A,"스마일게이트인베스트먼트, 하나벤처스"
2020-01-08,딥핑소스,데이터 개인정보 비식별화,55억원,시리즈A,"KDDI 오픈이노베이션펀드3, 미래에셋벤처투자, 스톤브릿지벤처스, 퓨처플레이, KDB캐피탈"
2020-01-08,제이케이인스퍼레이션,친환경 소비재 제주,80억원,,알토스벤처스
2020-01-09,홈핏,방문PT 헬스케어 플랫폼,비공개,프리시리즈A,"스트롱벤처스, 더웍스"
2020-01-09,엘핀,위치 인증 기반 핀테크,비공개,프리시리즈A,"삼성벤처투자, 서울산업진흥원, 금융사 등"
2020-01-09,무진어소시에이츠,명상,비공개,,NAVER-KTB 오디오콘텐츠 전문투자조합
2020-01-10,파이프랩스,동영상 유틸 플랫폼 기업,비공개,,인포뱅크
2020-01-10,셀미트,배양육,4억원,시드,"프라이머, 프라이머사제파트너스, 스트롱벤처스"
2020-01-10,티카로스,바이오,61억원,시리즈B,"메디톡스벤처투자, SJ투자파트너스, 이앤벤처파트너스"
2020-01-10,티웨이브,금융,38억5000만원,시리즈A,"스퀘어벤처스, 보광창투, 스케일업벤처스, 트러스트 투자조합"
2020-01-13,투이지랩스,명상 힐링 오디오,비공개,시드,매쉬업엔젤스
2020-01-13,쿼드메디슨,의료용 주사기 제조,비공개,,스파크랩
2020-01-13,티에스피바이오켐,바이오,비공개,프리시리즈A,마그나인베스트먼트
2020-01-13,세나클소프트,디지털 헬스케어,30억원,시리즈A,"뮤렉스파트너스, 카카오벤처스, 개념원리"
2020-01-14,비닷두,컴퓨터 비전 AI,비공개,인수,네이버웹툰
2020-01-14,마켓잇,인플루언서 마케팅 플랫폼,50억원,프리시리즈B,알펜루트자산운용
2020-01-15,오내피플,온라인 고객정보보호 솔루션,비공개,시드,매쉬업엔젤스
2020-01-15,트립비토즈,온라인 여행 플랫폼,33억원,시리즈A,"TS인베스트먼트, SJ투자파트너스, KB증권"
2020-01-16,아이크로진,유전자 정보 분석 솔루션,비공개,,네이버 D2SF
2020-01-16,엔서,치매 초기 진단 솔루션,비공개,,네이버 D2SF
2020-01-16,번개장터,중고거래,비공개,인수합병,프랙시스캐피탈
2020-01-16,아이크로진,AI 기반 유전자 분석 서비스,11억원,프리시리즈A,"네이버D2SF, 제놉시"
2020-01-16,에이펀인터렉티브,3D 콘텐츠 제작,50억원,,"타임와이즈인베스트먼트, 컴퍼니케이파트너스, XRM미디어"
2020-01-16,메이크썸노이즈,부동산,비공개,시드,더피치
2020-01-16,휴레이포지티브,헬스케어,비공개,,네이버 D2SF
2020-01-16,사운드짐,피트니스,비공개,,네이버 D2SF
2020-01-17,펀다,P2P,66억원,,"IBK기업은행, 현대기술투자, 포스코기술투자, 에스제이투자파트너스, 유티씨인베스트먼트, 한국투자파트너스"
2020-01-17,라카코스메틱스,젠더 뉴트럴 색조 브랜드,15억원,,레페리
2020-01-20,라엘,여성용품,비공개,시리즈A,유니레버벤처스
2020-01-20,스페이스워크,프롭테크,80억원,,"KB인베스트먼트, 스톤브릿지벤처스, 스티벤처스, 크레비스파트너스, 테라펀딩"
2020-01-20,샤플앤컴퍼니,리테일테크,10억원,프리시,TBT
2020-01-21,매치,스타일 가발,비공개,프리시리즈A,베이스인베스트먼트
2020-01-21,컨비젼,인도MCN,비공개,,샌드박스네트워크
2020-01-21,에이아이트릭스,인공지능 솔루션,80억원,시리즈A,"프리미어파트너스, BNH인베스트먼트, 키움증권, JX파트너스, BSK인베스트먼트"
2020-01-21,스낵포,간식 큐레이션 기업,비공개,시리즈A,"카카오벤처스, 티인베스트먼트, SBA, 네오플라이, 퓨처플레이"
2020-01-22,보맵,인슈어테크,85억원,시리즈B,"하나캐피탈, 하나벤처스, 하나생명"
2020-01-22,아이오아이소프트,SaaS 기반 영업용 솔루션,비공개,시드,더인벤션랩
2020-01-22,슈퍼트리,게임,30억원,시리즈A,"SBI인베스트먼트, 한국투자파트너스"
2020-01-22,가치공간,리테일 공유 팝업 플랫폼,20억원,시리즈A,"HB인베스트먼트, 티인베스트먼트"
2020-01-23,픽셀로,소프트웨어,비공개,시드,인포뱅크
2020-01-23,레이저옵틱,헬스케어,100억원,,원익투자파트너스
2020-01-23,베어로보틱스,자율주행 서비스 로봇,370억원,시리즈A,"소프트뱅크, 롯데액셀러레이터, 스마일게이터, DSC인베스트먼트"
2020-01-24,더브이플래닛,영상 광고 플랫폼,비공개,시드,와이앤아처
2020-01-29,카이팜,빅데이터 신약개발,50억원,시리즈A,"KB파트너스, 이앤벤처파트너스, 코오롱인베스트먼트, 얼머스인베스트먼트, 피앤아이인베스트먼트, 킹고ㅜ투자파트너스, 이노폴리스파트너스"
2020-01-29,클로넷,영상 패션 커머스,비공개,,컴퍼니비
2020-01-29,어메이즈VR,VR콘텐츠 제작,29억원,시리즈A-1,"파트너스인베스트먼트, YG인베스트먼트"
2020-01-31,제이디솔루션,음파기술,16억원,,미시간벤처캐피탈
2020-01-31,아카이브코퍼레이션,공유미용실,비공개,시드,선보엔젤파트너스
2020-01-31,노벨티노빌리티,바이오/헬스케어,100억원,시리즈A,"쿼드자산운용, 메디톡스벤처투자, 네오플럭스, JX파트너스, BSK인베스트먼트, 킹고파트너스, 위드윈인베스트먼트, 얼머스인베스트먼트, 피앤아이인베스트먼트"
2020-02-03,컨슈머브릿지,전자제품 비교 플랫폼,3억원,시드,카카오벤처스
2020-02-04,H2O 호스탈리피,일본 호텔 운영,70억원,시리즈B,"스톤브릿지, 삼성벤처투자, IMM, 신한캐피탈, 원익투자파트너스"
2020-02-04,크런치컴퍼니,크로스보더 커머스 플랫폼,8억원,,세마트랜스링크
2020-02-04,포지큐브,AI,35억원,시리즈A,"캡스톤파트너스, HB인베스트먼트, 윈벤처투자, BA파트너스"
2020-02-06,쏘카,모빌리티,510억원,시리즈E,
2020-02-06,메디프레소,캡슐 한방 티,비공개,프리시리즈A,"블루포인트파트너스, 디캠프, 벤처스퀘어, 키레츠포럼"
2020-02-06,지니얼로지,바이오,비공개,시드,더벤처스
2020-02-10,코드스테이츠,코딩 실무교육,비공개,,"스트롱벤처스, 서울산업진흥원, 씨엔티테크, 프라이머"
2020-02-11,더맘마,생필품 O2O,35억원,시리즈A,"심본투자파트너스, 킹고투자파트너스, AIP자산운용, 어센도벤처스"
2020-02-11,인덴트코퍼레이션,동영상 리뷰,12억원,시드,"퓨처플레이, 인사이트에쿼티파트너스"
2020-02-12,비피엠,스포츠웨어러블,비공개,시드,와이앤아처
2020-02-12,네오사피엔스,,50억원,시리즈A,"컴퍼니케이파트너스, 교원, 알바트로스인베스트먼트, 현대기술투자, 대교인베스트먼트, 우리기술투자"
2020-02-13,컨트롤에프,청소O2O플랫폼,비공개,프리시리즈A,"와이얼라이언스 인베스트먼트, IBK기업은행"
2020-02-13,더레벨,소셜아케이드 게임,비공개,시드,"더시드인베스트먼트, 스잔인베스트먼트코리아"
2020-02-17,큐엠아이티,스포츠IT,비공개,프리시리즈A,"카이스트 청년창업투자지주, 상상투자조합, 롯데 스타트업펀드"
2020-02-18,럭스로보,코딩전문교육,90억원,시리즈B,"KDB산업은행, 컴퍼니케이파트너스, 타임와이즈인베스트먼트, 디에스자산운용"
2020-02-18,라이드플럭스,자율주행,52억원,,"기술보증기금, 캡스톤파트너스, SBI인베스트먼트, 서울투자파트너스, 현대투자파트너스, 스마트스터디벤처스"
2020-02-18,올블랑,스포츠콘텐츠,비공개,,엔슬파트너스
2020-02-18,스튜디오씨드코리아,프로토파이 개발,75억원,시리즈B,"HB인베스트먼트, 데브시스터즈벤처스, 인탑스인베스트먼트, BSK인베스트먼트, 원익투자파트너스, 신한캐피탈, 밸리 파트너스"
2020-02-20,브이드림,HR솔루션 개발,비공개,시리즈A,"비에이파트너스, 라구나인베스트먼트"
2020-02-20,김캐디,스크린골프 O2O,5억5000만원,,"프라이머사제파트너스, 프라이머"
2020-02-20,팬딩,월 정기 멤버십 팬서비스,비공개,시드,더벤처스
2020-02-20,에이치온티,공유주방,23억원,시리즈A,"DS자산운용, 휴맥스그룹, 부동산 개발 투자사"
2020-02-24,캐스팅엔,기업소싱플랫폼,40억원,시리즈A,"마그나인베스트먼트, 프렌드투자파트너스, 더웰스인베스트먼트, 하나은행"
2020-02-24,에스랩아시아,콜드체인 물류,20억원,프리시리즈A,"TBT, 어니스트벤처스, 위벤처스"
2020-02-24,디딤센서,머신비전 센서 개발,15억원,프리시리즈A,"라이트하우스컴바인인베스트먼트, 라구나인베스트먼트"
2020-02-25,도구공간,자율주행 로봇,비공개,시드,"퓨처플레이, 산은캐피탈, 신한캐피탈"
2020-02-26,리얼위드,XR 교육 콘텐츠,비공개,시드,인포뱅크
2020-02-27,하우저,인테리어 물류 프롭테크,10억원,시리즈A,브리즈인베스트먼트
2020-02-27,아이투맥스,,비공개,시리즈A,세일즈포스
2020-02-28,파이트투페임,블록체인,비공개,,이그니스VC
2020-03-02,휴이노,AI기반 디지털헬스케어,50억원,시리즈A,유한양행
2020-03-02,엠엑스바이오,의료기기 개발,28억원,시리즈A,"CKD창업투자, HB인베스트먼트, KB증권, 신한캐피탈"
2020-03-03,코발트,스타트업 증권 플랫폼,1억원,시드,넥스트드림엔젤클럽
2020-03-04,안무공장,댄스소셜플랫폼,비공개,시드,인포뱅크
2020-03-05,뉴띵,유튜브 마케팅 플랫폼,비공개,시드,"양띵, 악어"
2020-03-06,더블유테크,블록체인,35억원,,"레이클린헤스, CBA벤처스"
2020-03-08,아몬드,디지털 자산 통합관리 플랫폼,비공개,시드,서울대 기술지주회사
2020-03-10,제제듀,AI 수학교육,비공개,시드,퓨처플레이
2020-03-11,엔비져블,에듀테크,비공개,,D2SF
2020-03-11,모두의셔틀,모빌리티,비공개,,D2SF
2020-03-11,마이프랜차이즈,데이터,비공개,,D2SF
2020-03-11,하우저,프롭테크,45억원,시리즈A,"현대기술투자, JB자산운용, 서울투자파트너스, 메가인베스트먼트"
2020-03-12,크라우드픽,이미지 크라우드 소싱 플랫폼,비공개,프리시리즈A,"IBK기업은행, 프라이머, 스트롱벤처스"
2020-03-16,지우컴퍼니,디지털 마케팅,비공개,,위시컴퍼니
2020-03-16,고양이수염,SNS 플랫폼 기반 엔터,비공개,시드,뉴패러다임인베스트먼트
2020-03-16,애드락애드버테인먼트,운전면허플러스 앱,10억원,,카카오인베스트먼트
2020-03-17,조이코퍼레이션,온라인 비즈메신저,50억원,프리시리즈C,"KB인베서트먼트, 에이티넘인베스트먼트, 라구나인베스트먼트"
2020-03-17,임프레시보,AI,비공개,프리시리즈A,카카오벤처스 등
2020-03-17,케어네이션,간병인 중개 플랫폼,40억원,시리즈A,"HB인베스트먼트, LSK인베스트먼트"
2020-03-17,캔슬마켓,여행플랫폼,비공개,,충남대학교 창업재단
2020-03-17,KST모빌리티,모빌리티 플랫폼,30억원,,"아주IB투자, 원익파트너스"
2020-03-17,시큐레터,보안,96억원,시리즈B,"KDB산업은행, 중동 사우디아라비아 정부투자기관 RVC, 한국투자파트너스, UTC 인베스트먼트"
2020-03-17,닉스,수면솔루션,비공개,,충남대학교 창업재단
2020-03-18,긴트,정밀 농업 벤처,비공개,시리즈A,"코오롱 인베스트먼트, NH나우농식품1호 PEF, 송현 인베스트먼트"
2020-03-18,이브이패스,전동킥보드,비공개,,이노킴사
2020-03-20,브이에스커뮤니티,도서 큐레이션,비공개,,한국사회투자
2020-03-23,비지피웍스,실시간 재고 관리,비공개,시드,카카오벤처스
2020-03-23,짐티,피트니스 테크,40억원,시리즈A,"옐로우독, 테라아크, 유니온투자파트너스, HGI-시몬느자산운용"
2020-03-23,튜링,AI 수학 교육,비공개,시드,매쉬업엔젤스
2020-03-23,에너지엑스,소셜에너지 플랫폼,51억원,시리즈A,"현대기술투자, 심본투자파트너스, 글로리아첨단소재투자, 오피르에쿼티파트너스, 벤처스퀘어"
2020-03-23,더샌드박스,블록체인 게임,25억원,,"스퀘어에닉스, 비크립토스, 트루글로벌벤처스, 마인드풀니스캐피탈"
2020-03-23,꾸내컴퍼니,온라인 홈트레이닝,비공개,시드,본엔젤스
2020-03-23,패스트레인,피부시술 정보 플랫폼,35억원,시리즈A,"대교인베스트먼트, IBKC, 메이플투자파트너스, 마그나인베스트먼트, 나이스에프앤아이"
2020-03-24,큐비즈코리아,소형창고 플랫폼,40억원,,NHN
2020-03-25,엠지알브이,코리빙,50억원,시리즈A,"서울투자파트너스, 더웰스인베스트먼트, 이에스인베스터, 메가인베스트먼트, 유비쿼스인베스트먼트"
2020-03-25,스펜딧,B2B 핀테크,30억원,시리즈A,"하나벤처스, 코오롱인베스트먼트"
2020-03-25,HMC 네트웍스,간병인플랫폼,20억원,시리즈A,하나벤처스
2020-03-26,아이오아이소프트,중소기업 전문 영업 솔루션,비공개,시드,IT 기술사-스타트업 동반성장 투자조합
2020-03-26,캡박스,비상장주식 플랫폼,비공개,시드,더벤처스
2020-03-26,볼라,라이브 마켓 모음,비공개,시드,본엔젤스
2020-03-27,비지엠팩토리,배경음악 플랫폼,비공개,,미래과학기술지주
2020-03-30,모션투에이아이,물류센터 지게차 관제,15억원,프리시리즈A,"스마일게이트인베스트먼트, 퓨처플레이"
2020-03-30,더웨이브톡,박데리아 검출 센싱,26억원,브릿지라운드,"옐로우독, 빅베이슨캐피탈"
2020-03-30,알고리마,인공지능 학습 솔루션,비공개,시드,매쉬업엔젤스
2020-03-30,리디,전자책 플랫폼,200억원,시리즈E,KDB산업은행
2020-03-31,원이멀스,VR,100억원,,"와이제이엠게임즈, 넷마블, 신한코그니티브 청년창업조합, 에쓰비4차산업혁명투자조합, 인라이트 청년창업펀드, 핀업"
2020-03-31,마린이노베이션,친환경 용기 개발,비공개,,인천장조경제혁신센터
2020-03-31,째깍악어,아이돌봄,63억원,시리즈A,"옐로우독, 이지스자산운용, 메가인베스트먼트, 한화투자증권, 캐피탈원, 스마트스터디벤처스"
2020-03-31,아이지에이웍스,모바일 빅데이터 플랫폼,150억원,시리즈E,"한국투자파트너스, 에이티넘인베스트먼트, 미래에셋대우증권, KB증권"
2020-04-01,체인로지스,시간제 배송,12억원,시리즈A,
2020-04-01,테이크원컴퍼니,시네마틱 게임,120억원,시리즈C,에스지프라이빗애쿼티
2020-04-02,노머스,아티스트콘텐츠,40억원,시리즈A,"두나무앤파트너스, 윤민창의투자재단, 메가인베스트먼트, 티그리스인베스트먼트, 개인 투자자"
2020-04-02,팬텀AI,자율주행 플랫폼,268억원,시리즈A,"포드, 셀러레스인베스트먼트"
2020-04-02,브레일리스트,시각장애인용 보조공학기기,비공개,,인천창조경제혁신센터
2020-04-03,비마이카,차량,270억원,시리즈B,"네오플럭스, 한라홀딩스"
2020-04-03,넥스트앤바이오,바이오,65억원,시리즈A,"한국 콜마, HK이노엔(舊 CJ헬스케어], 스톤브릿지벤처스, 현대투자파트너스, 현대기술투자"
2020-04-03,링크플로우,웨어러블 360도 카메라,72억원,시리즈B,"NH투자증권, 유레카자산운용, 알바트로스인베스트먼트"
2020-04-05,패브릭타임,동대문 원단 온라인 플랫폼,70억원,시리즈B,"에이티넘인베스트먼트, IMM인베스트먼트, CLO버추얼패션과 KB인베스트먼트"
2020-04-06,에스에스티컴퍼니,스포츠 과학 빅데이터 플랫폼,비공개,시드,뉴패러다임인베스트먼트
2020-04-06,디코드,프리오더 패션 플랫폼,34억원,시리즈A,SV인베스트먼트
2020-04-07,앤드스페이스,모임 컨시어지 서비스,비공개,시드,윤민창의투자재단
2020-04-07,공업사스토어,자동차 보수 용품 B2B 유통,비공개,시리즈A,"스트롱벤처스, 패스트벤처스, 프라이머"
2020-04-08,캔슬마켓,숙박권 양도 플랫폼,비공개,,충남대학교 창업재단
2020-04-08,뮤직카우,저작권 공유 플랫폼,70억원,,"LB인베스트먼트, 프리미어파트너스, 마이다스동아"
2020-04-08,스타트립,장소 기반 한류 콘텐츠,비공개,,컴피니비
2020-04-10,에스알파 테라퓨틱스,디지털 치료제 개발,비공개,,레고켐바이오사이언스
2020-04-10,피처링,AI 인플루언서 영향력 측정 솔루션,비공개,,벤처스퀘어
2020-04-13,꾸까,플라워테크,30억원,프리시리즈B,"KB 인베스트먼트, 아주IB, 메가인베스트먼트, 현대기술투자"
2020-04-13,브이로거,블로그 영상 편집,비공개,,"카카오벤처스, 스파크랩스"
2020-04-13,마코빌,콘텐츠,15억원,,"스프링캠프, 스마트스터디벤처스, 라구나인베스트먼트"
2020-04-13,해빗팩토리,인슈어테크,20억원,,세마트랜스링크인베스트먼트
2020-04-13,엠투에스,헬스케어,10억원,,팁스
2020-04-14,마켓보로,SaaS 기반 유통 관리 서비스,150억원,시리즈B,데일리푸드홀딩스
2020-04-14,유카네트웍스,카셰여링,비공개,시드,BNK-선보조합
2020-04-14,알스퀘어,상업용부동산중개,130억원,시리즈B,유니온투자파트너스
2020-04-14,이피엔스,커머스,10억원,시리즈A,클리오
2020-04-15,뉴트리인더스트리,환경 스타트업,비공개,시드,"씨엔티테크, 롯데액셀러레이터"
2020-04-16,위메이드트리,블록체인,40억원,,룽투코리아
2020-04-16,모스큐,메디컬 인공지능,비공개,,끌림벤처스
2020-04-16,스티커스코퍼레이션,반려동물 헬스케어,비공개,,블루포인트파트너스
2020-04-20,하이메디,헬스케어,60억원,,"화이트스타캐피탈, 라이트하우스컴바인인베스트먼트, 솔리더스인베스트먼트, 뮤렉스파트너스"
2020-04-20,토르드라이브,자율주행기술,84억원,프리시리즈A,"키움증권, 엠포드에쿼티파트너스 결성 신기술투자조합, 포스코기술투자"
2020-04-20,와드,실시간 레스토랑 예약 플랫폼,35억원,시리즈A브릿지,"컴퍼니케이파트너스, DSC인베스트먼트, KTB네트워크, 데브시스터즈벤처스"
2020-04-20,윌림,SNS 일기 서비스,비공개,프리시리즈A,"스트롱벤처스, 디캠프"
2020-04-21,애기야가자,키즈,비공개,,윤민창의투자재단
2020-04-21,퍼즐데이터,데이터사이언스,23억원,시리즈A,"인라이트벤처스, 삼성벤처투자, 현대기술투자, 수림창업투자, 한국성장금융투자운용"
2020-04-22,솔라에쿼티,투자사,30억원,시리즈B,BNK벤처투자 외
2020-04-23,제제듀,교육,비공개,시드,네이버D2SF
2020-04-23,아트랩,뷰티,비공개,시드,"네이버D2SF, 코스맥스"
2020-04-27,코나투스,모빌리티,35억원,시리즈A,"SK가스, 모토브, 노던라이트벤처캐피털(NLVC), SBA, 안인베스트먼트, 스파크랩벤처스, TBT, 본엔젤스"
2020-04-27,청세,세탁플랫폼,비공개,시드,더피치
2020-04-27,리니어허브,화상회의플랫폼,비공개,인수,센드버드
2020-04-27,미니스쿨,에듀테크,비공개,시드,한솔교육
2020-04-28,리턴제로,음성AI,25억원,,"베이스인베스트먼트, 카카오벤처스"
2020-04-28,라라잡,채용,비공개,시드,스트롱벤처스
2020-04-28,이너테인먼트,엔터테인먼트,비공개,시드,경기창조경제혁신센터
2020-04-29,밸리언텍스,제조,3억3000만원,시드,컴퍼니에이 외
2020-05-06,핸디즈,주거관리,비공개,시드,스프링캠프
2020-05-07,퀵스,냉동냉장배송,비공개,시드,블루포인트파트너스
2020-05-08,에이치로보틱스,재활전문디바이스,20억원,프리시리즈A,"DSC인베스트먼트, 슈미트, 위벤처스, 베이스인베스트먼트"
2020-05-08,에스티유니타스,교육,1500억원,,베인캐피털
2020-05-08,주신글로벌테크,사출성형장치개발,3000만원,시드,강원창조겨
2020-05-08,하울바이오,바이오,2억7000만원,,강원창조경제혁신센터
2020-05-11,게임테일즈,게임,비공개,,김기사랩
2020-05-11,같다,모바일대형폐기물중개,비공개,시드,김기사랩
2020-05-12,그린랩스,스마트팜,65억원,시리즈A,"메인스트리트인베스트먼트, 마그나인베스트먼트, 화이인베스트먼트"
2020-05-12,리우,포장재구매대행,8억원,프리시리즈A,"동훈인베스트먼트,슈미트"
2020-05-12,무스마,건설자산관리 IoT 플랫폼,20억원,시리즈A,"디쓰리쥬빌리파트너스, 신용보증기금"
2020-05-13,와이피랩스,소셜통화서비스,25억원,시리즈A,"한국투자파트너스, IMM인베스트먼트"
2020-05-14,와이즈셀렉션,제약,비공개,,한국벤처투자
2020-05-14,엠투에스,디지털헬스케어,20억원,프리시리즈A,"신용보증기금, 인라이트벤처스 외"
2020-05-14,보이스루,AI영상자막서비스,20억원,시리즈A,"해시드, 한화투자증권"
2020-05-15,잇츠피리언스,푸드스타트업,비공개,인수,데이터블
